BARCODE	CELLS_PER_WELL	PROJECT_CODE	FLASK_BARCODE	CELL_LINE	MEDIA	DATE_CREATED	Compound Plate Map Name	PosCon Plate Map Name	Amplification name	Amplified (Y/N)	Detection name	Detected (Y/N)	12 pool amplification name	12 pool detection name
SCW0111353	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0112724	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0112725	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0112726	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0111394	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0111395	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0111396	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0111927	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0111928	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0111929	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0111947	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0111948	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0111949	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0109451	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0109452	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0109480	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0111617	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0111618	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0111619	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0111637	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0111638	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0111639	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0111317	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X1	PREP011_P8_X1	
SCW0111641	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X2	PREP011_P8_X2	
SCW0111642	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-011-01	C-7159-01-IPB-003					PREP011_P8_X3	PREP011_P8_X3	
SCW0113257	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-011-01	C-7159-01-IPB-004					PREP011_P8_X1	PREP011_P8_X1	
SCW0113258	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-011-01	C-7159-01-IPB-004					PREP011_P8_X2	PREP011_P8_X2	
SCW0113259	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-011-01	C-7159-01-IPB-004					PREP011_P8_X3	PREP011_P8_X3	
SCW0113277	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-011-01	C-7159-01-IPB-004					PREP011_P8_X1	PREP011_P8_X1	
SCW0113278	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-011-01	C-7159-01-IPB-004					PREP011_P8_X2	PREP011_P8_X2	
SCW0113279	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-011-01	C-7159-01-IPB-004					PREP011_P8_X3	PREP011_P8_X3	
SCW0111467	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0111468	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0111469	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112824	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112825	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112826	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112844	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112845	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112846	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112594	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112595	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112596	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112584	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112585	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112586	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112564	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112565	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112566	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112464	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112465	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112466	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112484	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112485	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112486	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0111704	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0111705	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0111706	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112364	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112365	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112366	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0112384	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0112385	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0112386	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0109494	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X1	PREP012_P7_X1	
SCW0109495	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X2	PREP012_P7_X2	
SCW0109496	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P7_X3	PREP012_P7_X3	
SCW0111368	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0111369	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0111370	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0112721	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0112722	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0112723	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0111360	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0111380	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0111400	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0111924	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0111925	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0111926	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0111944	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0111945	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0111946	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0109478	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0109479	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0110582	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0111614	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0111615	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0111616	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0111634	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0111635	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0111636	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0111314	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X1	PREP012_P8_X1	
SCW0111315	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X2	PREP012_P8_X2	
SCW0111316	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-012-01	C-7159-01-IPB-003					PREP012_P8_X3	PREP012_P8_X3	
SCW0113254	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-012-01	C-7159-01-IPB-004					PREP012_P8_X1	PREP012_P8_X1	
SCW0113255	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-012-01	C-7159-01-IPB-004					PREP012_P8_X2	PREP012_P8_X2	
SCW0113256	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-012-01	C-7159-01-IPB-004					PREP012_P8_X3	PREP012_P8_X3	
SCW0113274	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-012-01	C-7159-01-IPB-004					PREP012_P8_X1	PREP012_P8_X1	
SCW0113275	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-012-01	C-7159-01-IPB-004					PREP012_P8_X2	PREP012_P8_X2	
SCW0113276	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-012-01	C-7159-01-IPB-004					PREP012_P8_X3	PREP012_P8_X3	
SCW0111464	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0111465	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0111466	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112821	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112822	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112823	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112841	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112842	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112843	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112591	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112592	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112593	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112581	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112582	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112583	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112561	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112562	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112563	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112461	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112462	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112463	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112481	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112482	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112483	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0111701	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0111702	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0111703	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112361	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112362	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112363	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0112381	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0112382	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0112383	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0109491	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X1	PREP013_P7_X1	
SCW0109492	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X2	PREP013_P7_X2	
SCW0109493	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P7_X3	PREP013_P7_X3	
SCW0111365	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0111366	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0111367	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0112738	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0112739	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0112740	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0111397	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0111398	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0111399	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0111921	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0111922	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
SCW0111923	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X3	PREP013_P8_X3	
SCW0111941	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X1	PREP013_P8_X1	
SCW0111942	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-013-01	C-7159-01-IPB-003					PREP013_P8_X2	PREP013_P8_X2	
