BARCODE	CELLS_PER_WELL	PROJECT_CODE	FLASK_BARCODE	CELL_LINE	MEDIA	DATE_CREATED	Compound Plate Map Name	PosCon Plate Map Name	Amplification name	Amplified (Y/N)	Detection name	Detected (Y/N)	12 pool amplification name	12 pool detection name
SCW0111731	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0111732	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0111474	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0111475	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0111487	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	prep005_p7_x3
SCW0111495	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0111496	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0111745	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0112026	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0112027	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0112028	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0112046	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0112047	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0112048	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0111726	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0111727	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0111728	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0111516	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0111517	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0111518	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0111536	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0111537	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0111538	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0111546	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0111547	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0111548	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0112416	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0112417	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0112418	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0112436	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0112437	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0112438	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0109486	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
SCW0109487	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X2	PREP005_P7_X2	
SCW0109488	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X3	PREP005_P7_X3	
SCW0112701	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0112702	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0112720	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0111375	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0111376	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0111377	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0109470	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0112741	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0112742	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0112316	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0112317	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0112318	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0112336	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0112337	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0112338	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0111906	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0111907	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0111908	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0112616	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0112617	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0112618	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0112636	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0112637	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0112638	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0111306	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X1	PREP005_P8_X1	
SCW0111307	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X2	PREP005_P8_X2	
SCW0111308	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P8_X3	PREP005_P8_X3	
SCW0116876	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-005-01	C-7159-01-IPB-004					PREP005_P8_X1	PREP005_P8_X1	
SCW0116877	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-005-01	C-7159-01-IPB-004					PREP005_P8_X2	PREP005_P8_X2	
SCW0116878	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-005-01	C-7159-01-IPB-004					PREP005_P8_X3	PREP005_P8_X3	
SCW0113296	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-005-01	C-7159-01-IPB-004					PREP005_P8_X1	PREP005_P8_X1	
SCW0113297	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-005-01	C-7159-01-IPB-004					PREP005_P8_X2	PREP005_P8_X2	
SCW0113298	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-005-01	C-7159-01-IPB-004					PREP005_P8_X3	PREP005_P8_X3	
SCW0112805	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0112806	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0112807	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0111483	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0111484	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0111485	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0111742	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0111743	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0111744	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0112023	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0112024	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0112025	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0112043	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0112044	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0112045	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0111723	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0111724	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0111725	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0111513	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0111514	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0111515	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0111533	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0111534	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0111535	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0111543	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0111544	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0111545	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0112413	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0112414	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0112415	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0112433	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0112434	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0112435	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0109483	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X1	PREP006_P7_X1	
SCW0109484	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X2	PREP006_P7_X2	
SCW0109485	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P7_X3	PREP006_P7_X3	
SCW0112717	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0112718	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0112719	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0111372	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0111373	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0111374	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0109467	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0109468	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0109469	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0112313	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0112314	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0112315	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0112333	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0112334	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0112335	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0111903	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0111904	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0111905	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0112613	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0112614	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0112615	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0112633	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0112634	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0112635	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0111303	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X1	PREP006_P8_X1	
SCW0111304	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X2	PREP006_P8_X2	
SCW0111305	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-006-01	C-7159-01-IPB-003					PREP006_P8_X3	PREP006_P8_X3	
SCW0116873	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-006-01	C-7159-01-IPB-004					PREP006_P8_X1	PREP006_P8_X1	
SCW0116874	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-006-01	C-7159-01-IPB-004					PREP006_P8_X2	PREP006_P8_X2	
SCW0116875	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-006-01	C-7159-01-IPB-004					PREP006_P8_X3	PREP006_P8_X3	
SCW0113293	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-006-01	C-7159-01-IPB-004					PREP006_P8_X1	PREP006_P8_X1	
SCW0113294	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-006-01	C-7159-01-IPB-004					PREP006_P8_X2	PREP006_P8_X2	
SCW0113295	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-006-01	C-7159-01-IPB-004					PREP006_P8_X3	PREP006_P8_X3	
SCW0112802	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0112803	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112804	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0111481	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0111482	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112819	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0111741	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0112839	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112840	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0112009	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0112021	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112022	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0112041	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
